Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INOCOOP II,35925123,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"ELIAS DABARIAN, 356 RUA. RESIDENCIAL PARQUE CUMBICA. 07174-020 Guarulhos - SP.",(11) 24333152,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.4229043,-46.4177763
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INDIGENA GUARANI GWYRA PEPO,35925135,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO LANG, 153 ESTRADA. CIPO DO MEIO. 04895-070 São Paulo - SP.",(11) 59784545,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.8672225,-46.6504897
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CONDOMINIO VARGEM GRANDE II,35925159,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"IPEROXO, 120 RUA. COLONIA ZONA SUL. 04896-360 São Paulo - SP.",(11) 59212331,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.8608984,-46.7072646
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BENEDITO CELIO DE SIQUEIRA,35925172,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PAULO SAO, SN AVENIDA. CHACARA GAIVOTAS. 04849-308 São Paulo - SP.",(11) 59334973,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.73377586,-46.6629459
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SERGIO DA COSTA PROF,35925184,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARTOLOME MITRE PRESIDENTE, 298 RUA. ASSOCIACAO SOBRADINHO. 02361-040 São Paulo - SP.",(11) 29928058,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4356398,-46.5802656
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UMBERTO LUIZ D URSO DR,35925196,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MAGNOLIA AZUL, 80 RUA. JARDIM CAMARGO NOVO. 08141-640 São Paulo - SP.",(11) 25695324,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.5124447,-46.3891353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO JORGE LIMA PADRE,35925263,SP,Bauru,Urbana,A escola não está em área de localização diferenciada,Pública,"ORLANDO QUEROBIM, Q 2 RUA. NUCLEO HABITACIONAL NOBUJI NAGASAWA. 17026-838 Bauru - SP.",(14) 32374063,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.2917685,-49.0578479
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM BELA VISTA,35925275,SP,Conchal,Urbana,A escola não está em área de localização diferenciada,Pública,"DOS BATTEL, 210 JARDIM BELA VISTA. 13837-132 Conchal - SP.",(19) 38665287,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.32983136,-47.16154103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NELSON GIRARD PROF,35925287,SP,Mogi Guaçu,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO MARQUESI, 20 RUA. JARDIM HEDY. 13841-030 Mogi Guaçu - SP.",(19) 38185100,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.3633502,-46.9236999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIAZINHA CONGILIO,35925317,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"QUATRO, 0 RUA. JARDIM MONTE VERDE. 04851-506 São Paulo - SP.",(11) 59326363,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-23.753159,-46.6646952
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CLAUDIRENE APARECIDA JOSE DA SILVA,35925330,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE DIOGO ABADIANO, 195 B RUA. JARDIM MORAIS PRADO. 04855-440 São Paulo - SP.",(11) 59334976,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.77354591,-46.68437018
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REPUBLICA DA GUATEMALA,35925391,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MANFREDO FEST, 160 RUA. JARDIM NELIA. 08142-800 São Paulo - SP.",(11) 25619911,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5146573,-46.3760038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE EDSON MARTINS GOMES PROFESSOR,35925421,SP,Osasco,Urbana,A escola não está em área de localização diferenciada,Pública,"THEDA FIGUEIREDO REGA, SN RUA. JARDIM ELVIRA. 06243-020 Osasco - SP.",(11) 35993421,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5016149,-46.8012281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ODAIR MARTINIANO DA SILVA MANDELA,35925433,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CACHOEIRA NOVA, 378 RUA. CONJUNTO PROMORAR RAPOSO TAVARES. 05574-460 São Paulo - SP.",(11) 37843772,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.5848785,-46.8037873
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE DE SAN MARTIN,35925457,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DELTA, 79 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.",(11) 20311399,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.4912612,-46.4555225
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA ZILDA GAMBA NATEL,35925469,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE CARLOS DE TOLEDO PIZA, SN RUA. JARDIM PARQUE MORUMBI. 05712-070 São Paulo - SP.",(11) 26588641,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.62108,-46.732223
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA HELENA MARDEGAN SCABELLO PROFESSORA,35925470,SP,Carapicuíba,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE ITALO DE CAMARGO, 23 RUA. JARDIM ANA ESTELA. 06363-140 Carapicuíba - SP.",(11) 41465024,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5668216,-46.8364138
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ZILTON BICUDO PROF,35925482,SP,Franco da Rocha,Urbana,A escola não está em área de localização diferenciada,Pública,"R PERI, 441 RUA. LAGO AZUL. 07866-260 Franco da Rocha - SP.",(11) 48113277,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.2983648,-46.7072485
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FLORESTAN FERNANDES,35925500,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PRESIDENTE VARGAS, 200 RUA. VILA CAIUBA. 05207-000 São Paulo - SP.",(11) 39170006,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.4008457,-46.7485444
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM ODETE III,35925512,SP,Itaquaquecetuba,Urbana,A escola não está em área de localização diferenciada,Pública,"GALVAO, 206 RUA. QUINTA DA BOA VISTA RESIDENCIAL. 08597-560 Itaquaquecetuba - SP.",(11) 46456554,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4627483,-46.3278633
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,WALDIR RODOLPHO DE CASTRO,35925524,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JERIBAS, SN JARDIM ALVORADA. 05868-820 São Paulo - SP.",(11) 58240337,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.6634618,-46.7796356
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PROFESSORA SIMONE MACHADO DA SILVA TORRES,35925559,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR MARIO ROMEU DE LUCCA, 93 RUA. PONTE ALTA. 07179-050 Guarulhos - SP.",(11) 24386319,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.4057327,-46.4167449
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IDALINA LADEIRA FERREIRA PROFESSORA,35925561,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"BARRA DA ESTIVA, 182 RUA. CIDADE SOBERANA. 07161-520 Guarulhos - SP.",(11) 24662051,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.3998183,-46.43708273
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR,35925597,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"PRESIDENTE COSTA E SILVA, 263 RUA. JARDIM ANALANDIA. 06864-640 Itapecerica da Serra - SP.",(11) 46697372,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.7457257,-46.8069238
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LEDA FELICE FERREIRA PROFESSORA,35925603,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"CRISTALINO WEISHAUPT, 440 RUA. JARDIM PARAISO. 06851-050 Itapecerica da Serra - SP.",(11) 46671735,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.7169474,-46.8541903
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO DE CASTRO FERREIRA JUNIOR JORNALISTA,35925615,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"JORGE FADLO, SN RUA. PARQUE PARAISO. 06852-335 Itapecerica da Serra - SP.",(11) 46667499,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.7063405,-46.8628379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DIRETOR RICARDO GENESIO DA SILVA,35925627,SP,Osasco,Urbana,A escola não está em área de localização diferenciada,Pública,"PIEDADE COIADO GARCIA ARCOR, 27 AVENIDA. JARDIM CIPAVA II. 06160-165 Osasco - SP.",(11) 35916301,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.5618128,-46.8133813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PARQUE MARAJOARA II,35925639,SP,Santo André,Urbana,A escola não está em área de localização diferenciada,Pública,"ROGERIO GIORGI, SN RUA. PARQUE MARAJOARA II. 09112-130 Santo André - SP.",(11) 44743470,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.6676511,-46.491616
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CELSO AUGUSTO DANIEL PREFEITO ENGENHEIRO,35925640,SP,Santo André,Urbana,A escola não está em área de localização diferenciada,Pública,"CAZUZA, SN JARDIM SANTO ANDRE. 09132-745 Santo André - SP.",(11) 49715018,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.70623667,-46.49567
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM SAO PAULO II,35925652,SP,Ferraz de Vasconcelos,Urbana,A escola não está em área de localização diferenciada,Pública,"FLORIANO PEIXOTO, 1282 RUA. JARDIM SAO LUIZ. 08528-330 Ferraz de Vasconcelos - SP.",(11) 46782799,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5564947,-46.3714935
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PARQUE DOS SERVIDORES,35925706,SP,Ribeirão Preto,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO TEIXEIRA DUARTE, SN RUA. RESIDENCIAL PARQUE DOS SERVIDORES. 14094-224 Ribeirão Preto - SP.",(16) 39172628,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-21.1918846,-47.7360533
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ROQUE IELO PROFESSOR,35925724,SP,Caconde,Urbana,A escola não está em área de localização diferenciada,Pública,"AUGUSTO MARTINS DE OLIVEIRA, 30 PRACA. BAIRRO SANTO ANTONIO. 13770-000 Caconde - SP.",(19) 36622323,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-21.5300717,-46.6418566
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SONIA MARIA MASCHIO BAPTISTA PROFESSORA,35925731,SP,Sumaré,Urbana,A escola não está em área de localização diferenciada,Pública,"ADELIA BELLONCI TOMAZIM, 222 RUA. JARDIM AMELIA. 13178-626 Sumaré - SP.",(19) 38322212,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-22.8041209,-47.1990919
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAO FRANCISCO DE ASSIS,35925743,SP,Guarujá,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE AMIEIRO, SN RUA. PARQUE ENSEADA. 11443-260 Guarujá - SP.",(13) 33921848,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.9776968,-46.2036186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TARCISIO ARIOVALDO AMARAL DOM,35925780,SP,Limeira,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR ANTONIO DE LUNA, SN AVENIDA. PARQUE RESIDENCIAL AEROPORTO. 13481-500 Limeira - SP.",(19) 34444474,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.6041317,-47.4149783
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSENTAMENTO SANTA CLARA,35925810,SP,Mirante do Paranapanema,Rural,Área de assentamento,Pública,"ASSENTAMENTO CHE GUEVARA, 0 ZONA RURAL. SANTA CLARA. 19260-000 Mirante do Paranapanema - SP.",(18) 39915451,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-22.5152885,-52.0365507
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TACITO ZANCHETTA PREFEITO,35925822,SP,Ferraz de Vasconcelos,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE MARIA CLARO, 600 JARDIM DO CASTELO. 08503-200 Ferraz de Vasconcelos - SP.",(11) 46755466,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5478978,-46.3620849
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PARQUE PAYOL,35925834,SP,Pirapora do Bom Jesus,Urbana,A escola não está em área de localização diferenciada,Pública,"ORLANDO BUCCI, 71 RUA. PARQUE PAYOL I. 06550-000 Pirapora do Bom Jesus - SP.",(11) 26588276,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4132925,-46.9823791
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC ZONA LESTE,35925871,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AGUIA DE HAIA, 2633 AVENIDA. PARQUE PAINEIRAS. 03694-000 São Paulo - SP.",(11) 20454011,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.5233854,-46.4757856
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARTINHO RUBENS BELLUCO PROFESSOR,35925883,SP,Americana,Urbana,A escola não está em área de localização diferenciada,Pública,"ARISTODEMO ARDITO, 550 RUA. SAO BENEDITO. 13476-681 Americana - SP.",(19) 34673700,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.7435978,-47.2398544
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MERCIA MARIA CAZARINI PROFA,35925895,SP,Itu,Urbana,A escola não está em área de localização diferenciada,Pública,"GECENEY CABREIRA, 73 RUA. BAIRRO PORTAL DO EDEN. 13308-531 Itu - SP.",(11) 40193588,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4054799,-47.3510933
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HELIA DIVINO DE SOUZA PROFA,35925901,SP,Jacareí,Urbana,A escola não está em área de localização diferenciada,Pública,"NILO DAVID, 55 AVENIDA. PARQUE IMPERIAL. 12329-037 Jacareí - SP.",(12) 39566424,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.3156112,-46.0187925
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DEMETRIO IVAHY BADARO DOUTOR,35925913,SP,Pindamonhangaba,Urbana,A escola não está em área de localização diferenciada,Pública,"ATTILA BROTERO DE ASSIS, 191 RUA. RESIDENCIAL ARCOIRIS. 12426-050 Pindamonhangaba - SP.",(12) 36422779,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.9534276,-45.5014521
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA,35925925,SP,São José dos Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"SAO JANUARIO, 81 RUA. JARDIM SAO JUDAS TADEU. 12228-450 São José dos Campos - SP.",(12) 39445190,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.25424833,-45.83160333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA APPARECIDA MENDES SILVA LACERDA PROFESSORA,35925937,SP,Pilar do Sul,Urbana,A escola não está em área de localização diferenciada,Pública,"MAJOR EUZEBIO DE MORAES CUNHA, 746 AVENIDA. JARDIM COLINA. 18185-000 Pilar do Sul - SP.",(15) 32783636,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.8195593,-47.712684
