Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALBERTO CARDOSO DE MELLO NETO DR,35001016,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA, 633 AVENIDA. JARDIM LEONOR MENDES DE BARROS. 02346-000 São Paulo - SP.",(11) 22040517,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.46469667,-46.605015
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VICTOR DOS SANTOS CUNHA PROF,35001028,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO SIMAO DE CASTRO, 280 AVENIDA. VILA SABRINA. 02141-000 São Paulo - SP.",(11) 22015427,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.4900865,-46.5728916
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEBASTIAO DE SOUZA BUENO PROF,35001036,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCO DE MEDEIROS JORDAO, 579 RUA. VILA MEDEIROS. 02214-030 São Paulo - SP.",(11) 22018592,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4923262,-46.5860147
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOHANN GUTENBERG,35001041,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BUSSE CAPITAO, 391 RUA. PARQUE EDU CHAVES. 02232-050 São Paulo - SP.",(11) 22427216,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4737789,-46.562776
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO ALEXANDRINO,35001132,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"IMBIRAS, 49 RUA. VILA NOVA MAZZEI. 02316-000 São Paulo - SP.",(11) 22043335,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4657755,-46.5972659
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JULIO PESTANA,35001144,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GUAPIRA, 2862 AVENIDA. TUCURUVI. 02265-002 São Paulo - SP.",(11) 22415795,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4649144,-46.5831761
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SILVA JARDIM,35001156,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"TUCURUVI, 724 AVENIDA. TUCURUVI. 02304-002 São Paulo - SP.",(11) 29834228,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4813388,-46.6048259
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALFREDO INACIO TRINDADE,35001168,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO ROSA, 86 RUA. VILA NIVI. 02255-130 São Paulo - SP.",(11) 29818523,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.4779753,-46.5918435
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALBINO CESAR,35001173,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAJAMAR, 5 RUA. VILA MAZZEI. 02308-090 São Paulo - SP.",(11) 29522644,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4774429,-46.6069164
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PHILOMENA BAYLAO PROFA,35001193,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CORONEL SEZEFREDO FAGUNDES, 14666 NUCLEO DO ENGORDADOR. 02368-000 São Paulo - SP.",(11) 29952488,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.417382,-46.5845822
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CYRENE DE OLIVEIRA LAET DONA,35001235,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTER ELISA, 227 RUA. VILA NILO. 02278-040 São Paulo - SP.",(11) 22495440,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-23.4590345,-46.5793447
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RUY BARBOSA CONSELHEIRO,35001247,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO CASTELAR DE FRANCESCHI PROFESSOR, 200 RUA. HORTO FLORESTAL. 02377-080 São Paulo - SP.",(11) 22043044,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4571255,-46.6305591
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAO LIGABUE CONEGO,35001259,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GROTA, 483 RUA. VILA GUSTAVO. 02206-010 São Paulo - SP.",(11) 29817452,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4817365,-46.5961521
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANGELO BORTOLO,35001272,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO GONCALVES SILVA, 91 RUA. BORTOLANDIA. 02352-090 São Paulo - SP.",(11) 29528254,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4547587,-46.5980016
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMENAIDE BRAGA DE QUEIROZ PROFA,35001284,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARRA MANSA, 480 RUA. JARDIM FRANCA. 02337-040 São Paulo - SP.",(11) 22049633,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4768029,-46.6117573
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARMOSINA MONTEIRO VIANNA PROFA,35001296,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO PALMIERI, 377 RUA. JARDIM BRASIL ZONA NORTE. 02210-000 São Paulo - SP.",(11) 22013411,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.485756,-46.5800267
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARNALDO BARRETO,35001302,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO PESTANA, 58 RUA. TREMEMBE. 02370-020 São Paulo - SP.",(11) 22043230,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.4615883,-46.6219283
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO DE MORAES VICTOR DR,35001326,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BOAVENTURA COLETTI, SN RUA. VILA FIDALGO. 02324-100 São Paulo - SP.",(11) 22614337,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.4438499,-46.5885532
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE DO AMARAL MELLO PROF,35001348,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALPHEU LUIZ GASPARINO, 84 RUA. VILA NOVA GALVAO. 02281-110 São Paulo - SP.",(11) 22413313,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.4517913,-46.5730456
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAO PAULO,35001363,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DA FIGUEIRA, 500 RUA. BRAS. 03003-000 São Paulo - SP.",(11) 32289904,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.5476752,-46.6275197
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LOUREIRO JUNIOR PROFESSOR,35001375,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PADRE ADELINO, 1330 RUA. QUARTA PARADA. 03303-000 São Paulo - SP.",(11) 26057174,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5439165,-46.5809783
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ISAI LEIRNER,35001417,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PLACIDO DE CASTRO, 221 RUA. VILA INVERNADA. 03349-030 São Paulo - SP.",(11) 26716580,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5673417,-46.5651789
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANDRE XAVIER GALLICHO PROFESSOR,35001442,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MOOCA, 4650 RUA. MOOCA. 03165-002 São Paulo - SP.",(11) 26010184,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.5620765,-46.5812977
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO FIRMINO DE PROENCA PROF,35001454,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DA MOOCA, 363 RUA. MOOCA. 03103-000 São Paulo - SP.",(11) 32093316,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.553576,-46.6212398
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMADEU AMARAL,35001466,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LARGO SAO JOSE DO BELEM, 66 LARGO. BELENZINHO. 03057-040 São Paulo - SP.",(11) 26943382,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5413956,-46.5949461
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BENEDITO MATARAZZO DEPUTADO,35001557,SP,São José dos Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"MINDANAU, 111 RUA. JARDIM AMERICA. 12235-430 São José dos Campos - SP.",(12) 39331066,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.23492873,-45.9022628
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OSWALDO CRUZ,35001569,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DA MOOCA, 2183 RUA. MOOCA. 03103-003 São Paulo - SP.",(11) 26940213,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5548677,-46.6038925
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ORESTES GUIMARAES,35001570,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CANINDE, 153 CANINDE. 03033-000 São Paulo - SP.",(11) 32291816,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5326517,-46.6240241
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC CARLOS DE CAMPOS,35001594,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MONSENHOR ANDRADE, 798 RUA. BRAS. 03009-100 São Paulo - SP.",(11) 32270286,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.5383481,-46.6217821
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PLINIO BARRETO,35001600,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SIQUEIRA BUENO, 2123 RUA. BELENZINHO. 03173-010 São Paulo - SP.",(11) 26060126,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5541354,-46.5825115
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,WOLNY CARVALHO RAMOS PROFESSOR,35001624,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BOM JESUS, 909 RUA. VILA REGENTE FEIJO. 03344-000 São Paulo - SP.",(11) 29687592,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.5635061,-46.5699265
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC PROFESSOR CAMARGO ARANHA,35001636,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARCIAL, 25 RUA. MOOCA. 03169-040 São Paulo - SP.",(11) 26946733,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.55299,-46.5974
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANCHIETA PADRE,35001659,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"VISCONDE DE ABAETE, 154 RUA. BRAS. 03012-050 São Paulo - SP.",(11) 26932120,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.54007831,-46.61359158
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MMDC,35001661,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CUIABA, 667 RUA. ALTO DA MOOCA. 03183-001 São Paulo - SP.",(11) 26013986,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.56047,-46.5905499
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA DA GLORIA COSTA E SILVA PROFESSORA,35001673,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR MONTEIRO DE BARROS, 110 RUA. VILA ELZE. 03254-120 São Paulo - SP.",(11) 21432626,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.6078798,-46.5275768
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIO CASASSANTA PROFESSOR,35001685,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PARAMU, 693 RUA. VILA ALPINA. 03147-100 São Paulo - SP.",(11) 23415662,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5941829,-46.565997
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIO MARQUES DE OLIVEIRA PROFESSOR,35001703,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BUENOPOLIS, 234 RUA. VILA SANTA CLARA. 03161-010 São Paulo - SP.",(11) 29650384,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-23.5758869,-46.564625
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VICTOR MIGUEL ROMANO PROF,35001727,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SAPOPEMBA, 7763 AVENIDA. JARDIM ADUTORA. 03988-010 São Paulo - SP.",(11) 27036046,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5958269,-46.5238459
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,STEFAN ZWEIG,35001740,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GENARO ARILA ARENSANZ, 225 RUA. VILA IVONE. 03275-090 São Paulo - SP.",(11) 21544166,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.579104,-46.5545608
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AROLDO DE AZEVEDO PROF,35001752,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FILIPA ALVARES, SN RUA. JARDIM PLANALTO. 03984-020 São Paulo - SP.",(11) 27031852,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.605812,-46.5101628
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SECUNDINO DOMINGUES FILHO DOUTOR,35001776,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SECUNDINO DOMINGUES, 136 RUA. JARDIM INDEPENDENCIA. 03223-110 São Paulo - SP.",(11) 22118049,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.5888876,-46.5596935
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE HEITOR CARUSI PROFESSOR,35001824,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ROBERTO UGOLINI COMENDADOR, 300 RUA. PARQUE DA MOOCA. 03125-010 São Paulo - SP.",(11) 22723787,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.575643,-46.5884799
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO BORGES VIEIRA DOUTOR,35001843,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PARATINQUARA, 67 RUA. VILA ALPINA. 03209-040 São Paulo - SP.",(11) 29172555,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.5971746,-46.5584238
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMERICO DE MOURA PROFESSOR,35001855,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MENDONCA CORTE REAL, SN RUA. JARDIM AVELINO. 03227-110 São Paulo - SP.",(11) 23456633,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.5840235,-46.5739147
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZA MENDES CORREA SOUZA PROFESSORA,35001867,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 5796 AVENIDA. PARQUE SAO LUCAS. 03294-100 São Paulo - SP.",(11) 21155205,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5920586,-46.5420881
